original_index,predicted_label,model_used
2738,SAD,gpt-4o
2739,HAPPY,gpt-4o
2740,HAPPY,gpt-4o
2741,HAPPY,gpt-4o
2742,HAPPY,gpt-4o
2743,SAD,gpt-4o
2744,SAD,gpt-4o
2745,HAPPY,gpt-4o
2746,HAPPY,gpt-4o
2747,HAPPY,gpt-4o
2748,SAD,gpt-4o
2749,SAD,gpt-4o
2750,HAPPY,gpt-4o
2751,SAD,gpt-4o
2752,HAPPY,gpt-4o
2753,HAPPY,gpt-4o
2754,SAD,gpt-4o
2755,SAD,gpt-4o
2756,HAPPY,gpt-4o
2757,HAPPY,gpt-4o
2758,SAD,gpt-4o
2759,HAPPY,gpt-4o
2760,SAD,gpt-4o
2761,HAPPY,gpt-4o
2762,SAD,gpt-4o
2763,SAD,gpt-4o
2764,HAPPY,gpt-4o
2765,HAPPY,gpt-4o
2766,SAD,gpt-4o
2767,SAD,gpt-4o
2768,SAD,gpt-4o
2769,SAD,gpt-4o
2770,SAD,gpt-4o
2771,SAD,gpt-4o
2772,SAD,gpt-4o
2773,HAPPY,gpt-4o
2774,SAD,gpt-4o
2775,SAD,gpt-4o
2776,HAPPY,gpt-4o
2777,HAPPY,gpt-4o
2778,SAD,gpt-4o
2779,SAD,gpt-4o
2780,SAD,gpt-4o
2781,SAD,gpt-4o
2782,SAD,gpt-4o
2783,SAD,gpt-4o
2784,SAD,gpt-4.1
2785,SAD,gpt-4.1
2786,HAPPY,gpt-4.1
2787,SAD,gpt-4.1
2788,HAPPY,gpt-4.1
2789,SAD,gpt-4.1
2790,HAPPY,gpt-4.1
2791,SAD,gpt-4.1
2792,HAPPY,gpt-4.1
2793,SAD,gpt-4.1
2794,SAD,gpt-4.1
2795,SAD,gpt-4.1
2796,SAD,gpt-4.1
2797,SAD,gpt-4.1
2798,HAPPY,gpt-4.1
2799,SAD,gpt-4.1
2800,SAD,gpt-4.1
2801,HAPPY,gpt-4.1
2802,SAD,gpt-4.1
2803,SAD,gpt-4.1
2804,HAPPY,gpt-4.1
2805,SAD,gpt-4.1
2806,SAD,gpt-4.1
2807,HAPPY,gpt-4.1
2808,HAPPY,gpt-4.1
2809,HAPPY,gpt-4.1
2810,SAD,gpt-4.1
2811,SAD,gpt-4.1
2812,SAD,gpt-4.1
2813,SAD,gpt-4.1
2814,SAD,gpt-4.1
2815,SAD,gpt-4.1
2816,SAD,gpt-4.1
2817,SAD,gpt-4.1
2818,SAD,gpt-4.1
2819,HAPPY,gpt-4.1
2820,SAD,gpt-4.1
2821,SAD,gpt-4.1
2822,SAD,gpt-4.1
2823,SAD,gpt-4.1
2824,SAD,gpt-4.1
2825,HAPPY,gpt-4.1
2826,SAD,gpt-4.1
2827,SAD,gpt-4.1
2828,SAD,gpt-4.1
2829,SAD,gpt-4.1
2830,SAD,gpt-4.1
2831,SAD,gpt-4.1
2832,SAD,gpt-4.1
2833,HAPPY,gpt-4.1
2834,HAPPY,gpt-4.1
2835,HAPPY,gpt-4.1
2836,HAPPY,gpt-4.1
2837,SAD,gpt-4.1
2838,HAPPY,gpt-4.1
2839,HAPPY,gpt-4.1
2840,HAPPY,gpt-4.1
2841,SAD,gpt-4.1
2842,SAD,gpt-4.1
2843,SAD,gpt-4.1
2844,SAD,gpt-4.1
2845,MIXED,gpt-4.1
2846,SAD,gpt-4.1
2847,HAPPY,gpt-4.1
2848,SAD,gpt-4.1
2849,SAD,gpt-4.1
2850,SAD,gpt-4.1
2851,MIXED,gpt-4.1
2852,HAPPY,gpt-4.1
2853,SAD,gpt-4.1
2854,SAD,gpt-4.1
2855,HAPPY,gpt-4.1
2856,SAD,gpt-4.1
2857,HAPPY,gpt-4.1
2858,HAPPY,gpt-4.1
2859,SAD,gpt-4.1
2860,HAPPY,gpt-4.1
2861,SAD,gpt-4.1
2862,SAD,gpt-4.1
2863,SAD,gpt-4.1
2864,SAD,gpt-4.1
2865,SAD,gpt-4.1
2866,MIXED,gpt-4.1
2867,HAPPY,gpt-4.1
2868,HAPPY,gpt-4.1
2869,SAD,gpt-4.1
2870,SAD,gpt-4.1
2871,SAD,gpt-4.1
2872,HAPPY,gpt-4.1
2873,HAPPY,gpt-4.1
2874,SAD,gpt-4.1
2875,SAD,gpt-4.1
2876,SAD,gpt-4.1
2877,SAD,gpt-4.1
2878,SAD,gpt-4.1
2879,SAD,gpt-4.1
2880,SAD,gpt-4.1
2881,SAD,gpt-4.1
2882,SAD,gpt-4.1
2883,SAD,gpt-4.1
2884,HAPPY,gpt-4.1
2885,SAD,gpt-4.1
2886,SAD,gpt-4.1
2887,SAD,gpt-4.1
2888,HAPPY,gpt-4.1
2889,SAD,gpt-4.1
2890,SAD,gpt-4.1
2891,SAD,gpt-4.1
2892,SAD,gpt-4.1
2893,HAPPY,gpt-4.1
2894,HAPPY,gpt-4.1
2895,SAD,gpt-4.1
2896,HAPPY,gpt-4.1
2897,HAPPY,gpt-4.1
2898,HAPPY,gpt-4.1
2899,SAD,gpt-4.1
2900,HAPPY,gpt-4.1
2901,SAD,gpt-4.1
2902,SAD,gpt-4.1
2903,SAD,gpt-4.1
2904,SAD,gpt-4.1
2905,SAD,gpt-4.1
2906,SAD,gpt-4.1
2907,SAD,gpt-4.1
2908,HAPPY,gpt-4.1
2909,SAD,gpt-4.1
2910,SAD,gpt-4.1
2911,SAD,gpt-4.1
2912,HAPPY,gpt-4.1
2913,HAPPY,gpt-4.1
2914,SAD,gpt-4.1
2915,SAD,gpt-4.1
2916,HAPPY,gpt-4.1
2917,HAPPY,gpt-4.1
2918,SAD,gpt-4.1
2919,SAD,gpt-4.1
2920,SAD,gpt-4.1
2921,SAD,gpt-4.1
2922,SAD,gpt-4.1
2923,HAPPY,gpt-4.1
2924,HAPPY,gpt-4.1
2925,SAD,gpt-4.1
2926,SAD,gpt-4.1
2927,SAD,gpt-4.1
2928,HAPPY,gpt-4.1
2929,HAPPY,gpt-4.1
2930,HAPPY,gpt-4.1
2931,SAD,gpt-4.1
2932,SAD,gpt-4.1
2933,SAD,gpt-4.1
2934,SAD,gpt-4.1
2935,SAD,gpt-4.1
2936,SAD,gpt-4.1
2937,SAD,gpt-4.1
2938,SAD,gpt-4.1
2939,HAPPY,gpt-4.1
2940,SAD,gpt-4.1
2941,SAD,gpt-4.1
2942,SAD,gpt-4.1
2943,HAPPY,gpt-4.1
2944,SAD,gpt-4.1
2945,HAPPY,gpt-4.1
2946,SAD,gpt-4.1
2947,HAPPY,gpt-4.1
2948,SAD,gpt-4.1
2949,HAPPY,gpt-4.1
2950,SAD,gpt-4.1
2951,HAPPY,gpt-4.1
2952,SAD,gpt-4.1
2953,HAPPY,gpt-4.1
2954,SAD,gpt-4.1
2955,HAPPY,gpt-4.1
2956,SAD,gpt-4.1
2957,SAD,gpt-4.1
2958,HAPPY,gpt-4.1
2959,SAD,gpt-4.1
2960,SAD,gpt-4.1
2961,SAD,gpt-4.1
2962,HAPPY,gpt-4.1
2963,HAPPY,gpt-4.1
2964,SAD,gpt-4.1
2965,SAD,gpt-4.1
2966,SAD,gpt-4.1
2967,SAD,gpt-4.1
2968,SAD,gpt-4.1
2969,SAD,gpt-4.1
2970,SAD,gpt-4.1
2971,HAPPY,gpt-4.1
2972,SAD,gpt-4.1
2973,SAD,gpt-4.1
2974,HAPPY,gpt-4.1
2975,HAPPY,gpt-4.1
2976,SAD,gpt-4.1
2977,SAD,gpt-4.1
2978,HAPPY,gpt-4.1
2979,SAD,gpt-4.1
2980,HAPPY,gpt-4.1
2981,HAPPY,gpt-4.1
2982,SAD,gpt-4.1
2983,SAD,gpt-4.1
2984,SAD,gpt-4.1
2985,SAD,gpt-4.1
2986,SAD,gpt-4.1
2987,HAPPY,gpt-4.1
2988,SAD,gpt-4.1
2989,HAPPY,gpt-4.1
2990,HAPPY,gpt-4.1
2991,HAPPY,gpt-4.1
2992,HAPPY,gpt-4.1
2993,HAPPY,gpt-4.1
2994,SAD,gpt-4.1
2995,HAPPY,gpt-4.1
2996,HAPPY,gpt-4.1
2997,SAD,gpt-4.1
2998,HAPPY,gpt-4.1
2999,HAPPY,gpt-4.1
3000,SAD,gpt-4.1
3001,SAD,gpt-4.1
3002,SAD,gpt-4.1
3003,SAD,gpt-4.1
3004,HAPPY,gpt-4.1
3005,HAPPY,gpt-4.1
3006,SAD,gpt-4.1
3007,HAPPY,gpt-4.1
3008,HAPPY,gpt-4.1
3009,SAD,gpt-4.1
3010,HAPPY,gpt-4.1
3011,SAD,gpt-4.1
3012,SAD,gpt-4.1
3013,HAPPY,gpt-4.1
3014,SAD,gpt-4.1
3015,SAD,gpt-4.1
3016,SAD,gpt-4.1
3017,HAPPY,gpt-4.1
3018,HAPPY,gpt-4.1
3019,SAD,gpt-4.1
3020,HAPPY,gpt-4.1
3021,SAD,gpt-4.1
3022,HAPPY,gpt-4.1
3023,HAPPY,gpt-4.1
3024,HAPPY,gpt-4.1
3025,SAD,gpt-4.1
3026,HAPPY,gpt-4.1
3027,SAD,gpt-4.1
3028,SAD,gpt-4.1
3029,HAPPY,gpt-4.1
3030,HAPPY,gpt-4.1
3031,HAPPY,gpt-4.1
3032,SAD,gpt-4.1
3033,HAPPY,gpt-4.1
3034,HAPPY,gpt-4.1
3035,HAPPY,gpt-4.1
3036,SAD,gpt-4.1
3037,HAPPY,gpt-4.1
3038,SAD,gpt-4.1
3039,SAD,gpt-4.1
3040,SAD,gpt-4.1
3041,SAD,gpt-4.1
3042,HAPPY,gpt-4.1
3043,HAPPY,gpt-4.1
3044,SAD,gpt-4.1
3045,SAD,gpt-4.1
3046,HAPPY,gpt-4.1
3047,SAD,gpt-4.1
3048,HAPPY,gpt-4.1
3049,HAPPY,gpt-4.1
3050,HAPPY,gpt-4.1
3051,SAD,gpt-4.1
3052,SAD,gpt-4.1
3053,SAD,gpt-4.1
3054,SAD,gpt-4.1
3055,SAD,gpt-4.1
3056,HAPPY,gpt-4.1
3057,SAD,gpt-4.1
3058,SAD,gpt-4.1
3059,SAD,gpt-4.1
3060,HAPPY,gpt-4.1
3061,SAD,gpt-4.1
3062,SAD,gpt-4.1
3063,SAD,gpt-4.1
3064,SAD,gpt-4.1
3065,SAD,gpt-4.1
3066,SAD,gpt-4.1
3067,HAPPY,gpt-4.1
3068,HAPPY,gpt-4.1
3069,HAPPY,gpt-4.1
3070,HAPPY,gpt-4.1
3071,HAPPY,gpt-4.1
3072,SAD,gpt-4.1
3073,HAPPY,gpt-4.1
3074,SAD,gpt-4.1
3075,SAD,gpt-4.1
3076,HAPPY,gpt-4.1
3077,HAPPY,gpt-4.1
3078,SAD,gpt-4.1
3079,SAD,gpt-4.1
3080,SAD,gpt-4.1
3081,SAD,gpt-4.1
3082,SAD,gpt-4.1
3083,SAD,gpt-4.1
3084,SAD,gpt-4.1
3085,SAD,gpt-4.1
3086,SAD,gpt-4.1
3087,HAPPY,gpt-4.1
3088,SAD,gpt-4.1
3089,HAPPY,gpt-4.1
3090,SAD,gpt-4.1
3091,HAPPY,gpt-4.1
3092,HAPPY,gpt-4.1
3093,HAPPY,gpt-4.1
3094,HAPPY,gpt-4.1
3095,HAPPY,gpt-4.1
3096,SAD,gpt-4.1
3097,SAD,gpt-4.1
3098,HAPPY,gpt-4.1
3099,SAD,gpt-4.1
3100,HAPPY,gpt-4.1
3101,HAPPY,gpt-4.1
3102,HAPPY,gpt-4.1
3103,SAD,gpt-4.1
3104,SAD,gpt-4.1
3105,SAD,gpt-4.1
3106,SAD,gpt-4.1
3107,HAPPY,gpt-4.1
3108,HAPPY,gpt-4.1
3109,SAD,gpt-4.1
3110,SAD,gpt-4.1
3111,SAD,gpt-4.1
3112,HAPPY,gpt-4.1
3113,SAD,gpt-4.1
3114,SAD,gpt-4.1
3115,SAD,gpt-4.1
3116,SAD,gpt-4.1
3117,HAPPY,gpt-4.1
3118,SAD,gpt-4.1
3119,HAPPY,gpt-4.1
3120,SAD,gpt-4.1
3121,HAPPY,gpt-4.1
3122,SAD,gpt-4.1
3123,HAPPY,gpt-4.1
3124,HAPPY,gpt-4.1
3125,SAD,gpt-4.1
3126,SAD,gpt-4.1
3127,HAPPY,gpt-4.1
3128,HAPPY,gpt-4.1
3129,SAD,gpt-4.1
3130,HAPPY,gpt-4.1
3131,HAPPY,gpt-4.1
3132,SAD,gpt-4.1
3133,SAD,gpt-4.1
3134,HAPPY,gpt-4.1
3135,SAD,gpt-4.1
3136,HAPPY,gpt-4.1
3137,SAD,gpt-4.1
3138,SAD,gpt-4.1
3139,HAPPY,gpt-4.1
3140,HAPPY,gpt-4.1
3141,HAPPY,gpt-4.1
3142,HAPPY,gpt-4.1
3143,SAD,gpt-4.1
3144,SAD,gpt-4.1
3145,SAD,gpt-4.1
3146,SAD,gpt-4.1
3147,HAPPY,gpt-4.1
3148,HAPPY,gpt-4.1
3149,SAD,gpt-4.1
3150,HAPPY,gpt-4.1
3151,SAD,gpt-4.1
3152,HAPPY,gpt-4.1
3153,SAD,gpt-4.1
3154,SAD,gpt-4.1
3155,HAPPY,gpt-4.1
3156,SAD,gpt-4.1
3157,SAD,gpt-4.1
3158,HAPPY,gpt-4.1
3159,SAD,gpt-4.1
3160,SAD,gpt-4.1
3161,HAPPY,gpt-4.1
3162,SAD,gpt-4.1
3163,HAPPY,gpt-4.1
3164,HAPPY,gpt-4.1
3165,SAD,gpt-4.1
3166,HAPPY,gpt-4.1
3167,SAD,gpt-4.1
3168,HAPPY,gpt-4.1
3169,SAD,gpt-4.1
3170,HAPPY,gpt-4.1
3171,SAD,gpt-4.1
3172,SAD,gpt-4.1
3173,SAD,gpt-4.1
3174,SAD,gpt-4.1
3175,SAD,gpt-4.1
3176,SAD,gpt-4.1
3177,HAPPY,gpt-4.1
3178,HAPPY,gpt-4.1
3179,SAD,gpt-4.1
3180,HAPPY,gpt-4.1
3181,SAD,gpt-4.1
3182,SAD,gpt-4.1
3183,SAD,gpt-4.1
3184,SAD,gpt-4.1
3185,SAD,gpt-4.1
3186,SAD,gpt-4.1
3187,HAPPY,gpt-4.1
3188,SAD,gpt-4.1
3189,HAPPY,gpt-4.1
3190,HAPPY,gpt-4.1
3191,SAD,gpt-4.1
3192,SAD,gpt-4.1
3193,HAPPY,gpt-4.1
3194,SAD,gpt-4.1
3195,HAPPY,gpt-4.1
3196,SAD,gpt-4.1
3197,SAD,gpt-4.1
3198,SAD,gpt-4.1
3199,SAD,gpt-4.1
3200,SAD,gpt-4.1
3201,SAD,gpt-4.1
3202,SAD,gpt-4.1
3203,SAD,gpt-4.1
3204,SAD,gpt-4.1
3205,SAD,gpt-4.1
3206,HAPPY,gpt-4.1
3207,SAD,gpt-4.1
3208,SAD,gpt-4.1
3209,SAD,gpt-4.1
3210,SAD,gpt-4.1
3211,HAPPY,gpt-4.1
3212,HAPPY,gpt-4.1
3213,HAPPY,gpt-4.1
3214,SAD,gpt-4.1
3215,SAD,gpt-4.1
3216,SAD,gpt-4.1
3217,SAD,gpt-4.1
3218,SAD,gpt-4.1
3219,SAD,gpt-4.1
3220,HAPPY,gpt-4.1
3221,SAD,gpt-4.1
3222,HAPPY,gpt-4.1
3223,HAPPY,gpt-4.1
3224,HAPPY,gpt-4.1
3225,HAPPY,gpt-4.1
3226,HAPPY,gpt-4.1
3227,SAD,gpt-4.1
3228,HAPPY,gpt-4.1
3229,SAD,gpt-4.1
3230,HAPPY,gpt-4.1
3231,HAPPY,gpt-4.1
3232,SAD,gpt-4.1
3233,SAD,gpt-4.1
3234,SAD,gpt-4.1
3235,SAD,gpt-4.1
3236,HAPPY,gpt-4.1
3237,SAD,gpt-4.1
3238,HAPPY,gpt-4.1
3239,HAPPY,gpt-4.1
3240,HAPPY,gpt-4.1
3241,SAD,gpt-4.1
3242,HAPPY,gpt-4.1
3243,HAPPY,gpt-4.1
3244,SAD,gpt-4.1
3245,SAD,gpt-4.1
3246,SAD,gpt-4.1
3247,HAPPY,gpt-4.1
3248,HAPPY,gpt-4.1
3249,HAPPY,gpt-4.1
3250,SAD,gpt-4.1
3251,SAD,gpt-4.1
3252,HAPPY,gpt-4.1
3253,SAD,gpt-4.1
3254,SAD,gpt-4.1
3255,SAD,gpt-4.1
3256,HAPPY,gpt-4.1
3257,SAD,gpt-4.1
3258,HAPPY,gpt-4.1
3259,SAD,gpt-4.1
3260,SAD,gpt-4.1
3261,SAD,gpt-4.1
3262,SAD,gpt-4.1
3263,SAD,gpt-4.1
3264,SAD,gpt-4.1
3265,HAPPY,gpt-4.1
3266,SAD,gpt-4.1
3267,SAD,gpt-4.1
3268,SAD,gpt-4.1
3269,SAD,gpt-4.1
3270,HAPPY,gpt-4.1
3271,SAD,gpt-4.1
3272,SAD,gpt-4.1
3273,SAD,gpt-4.1
3274,HAPPY,gpt-4.1
3275,SAD,gpt-4.1
3276,HAPPY,gpt-4.1
3277,SAD,gpt-4.1
3278,SAD,gpt-4.1
3279,SAD,gpt-4.1
3280,SAD,gpt-4.1
3281,SAD,gpt-4.1
3282,SAD,gpt-4.1
3283,HAPPY,gpt-4.1
3284,SAD,gpt-4.1
3285,HAPPY,gpt-4.1
3286,SAD,gpt-4.1
3287,SAD,gpt-4.1
3288,HAPPY,gpt-4.1
3289,SAD,gpt-4.1
3290,SAD,gpt-4.1
3291,SAD,gpt-4.1
3292,SAD,gpt-4.1
3293,SAD,gpt-4.1
3294,SAD,gpt-4.1
3295,SAD,gpt-4.1
3296,SAD,gpt-4.1
3297,SAD,gpt-4.1
3298,HAPPY,gpt-4.1
3299,SAD,gpt-4.1
3300,SAD,gpt-4.1
3301,HAPPY,gpt-4.1
3302,SAD,gpt-4.1
3303,SAD,gpt-4.1
3304,SAD,gpt-4.1
3305,SAD,gpt-4.1
3306,SAD,gpt-4.1
3307,HAPPY,gpt-4.1
3308,HAPPY,gpt-4.1
3309,SAD,gpt-4.1
3310,HAPPY,gpt-4.1
3311,SAD,gpt-4.1
3312,SAD,gpt-4.1
3313,SAD,gpt-4.1
3314,HAPPY,gpt-4.1
3315,SAD,gpt-4.1
3316,SAD,gpt-4.1
3317,SAD,gpt-4.1
3318,SAD,gpt-4.1
3319,SAD,gpt-4.1
3320,HAPPY,gpt-4.1
3321,SAD,gpt-4.1
3322,SAD,gpt-4.1
3323,SAD,gpt-4.1
3324,SAD,gpt-4.1
3325,HAPPY,gpt-4.1
3326,SAD,gpt-4.1
3327,SAD,gpt-4.1
3328,SAD,gpt-4.1
3329,SAD,gpt-4.1
3330,SAD,gpt-4.1
3331,SAD,gpt-4.1
3332,SAD,gpt-4.1
3333,SAD,gpt-4.1
3334,HAPPY,gpt-4.1
3335,SAD,gpt-4.1
3336,HAPPY,gpt-4.1
3337,SAD,gpt-4.1
3338,SAD,gpt-4.1
3339,SAD,gpt-4.1
3340,SAD,gpt-4.1
3341,SAD,gpt-4.1
3342,SAD,gpt-4.1
3343,SAD,gpt-4.1
3344,HAPPY,gpt-4.1
3345,SAD,gpt-4.1
3346,HAPPY,gpt-4.1
3347,HAPPY,gpt-4.1
3348,SAD,gpt-4.1
3349,HAPPY,gpt-4.1
3350,HAPPY,gpt-4.1
3351,HAPPY,gpt-4.1
3352,HAPPY,gpt-4.1
3353,HAPPY,gpt-4.1
3354,HAPPY,gpt-4.1
3355,SAD,gpt-4.1
3356,SAD,gpt-4.1
3357,SAD,gpt-4.1
3358,SAD,gpt-4.1
3359,SAD,gpt-4.1
3360,HAPPY,gpt-4.1
3361,SAD,gpt-4.1
3362,HAPPY,gpt-4.1
3363,HAPPY,gpt-4.1
3364,HAPPY,gpt-4.1
3365,HAPPY,gpt-4.1
3366,HAPPY,gpt-4.1
3367,SAD,gpt-4.1
3368,HAPPY,gpt-4.1
3369,SAD,gpt-4.1
3370,HAPPY,gpt-4.1
3371,SAD,gpt-4.1
3372,SAD,gpt-4.1
3373,SAD,gpt-4.1
3374,SAD,gpt-4.1
3375,SAD,gpt-4.1
3376,SAD,gpt-4.1
3377,HAPPY,gpt-4.1
3378,SAD,gpt-4.1
3379,SAD,gpt-4.1
3380,SAD,gpt-4.1
3381,SAD,gpt-4.1
3382,HAPPY,gpt-4.1
3383,SAD,gpt-4.1
3384,SAD,gpt-4.1
3385,HAPPY,gpt-4.1
3386,SAD,gpt-4.1
3387,SAD,gpt-4.1
3388,SAD,gpt-4.1
3389,HAPPY,gpt-4.1
3390,SAD,gpt-4.1
3391,HAPPY,gpt-4.1
3392,HAPPY,gpt-4.1
3393,SAD,gpt-4.1
3394,HAPPY,gpt-4.1
3395,HAPPY,gpt-4.1
3396,SAD,gpt-4.1
3397,SAD,gpt-4.1
3398,SAD,gpt-4.1
3399,SAD,gpt-4.1
3400,HAPPY,gpt-4.1
3401,SAD,gpt-4.1
3402,SAD,gpt-4.1
3403,HAPPY,gpt-4.1
3404,SAD,gpt-4.1
3405,HAPPY,gpt-4.1
3406,HAPPY,gpt-4.1
3407,SAD,gpt-4.1
3408,SAD,gpt-4.1
3409,SAD,gpt-4.1
3410,SAD,gpt-4.1
3411,HAPPY,gpt-4.1
3412,SAD,gpt-4.1
3413,SAD,gpt-4.1
3414,SAD,gpt-4.1
3415,HAPPY,gpt-4.1
3416,SAD,gpt-4.1
3417,SAD,gpt-4.1
3418,SAD,gpt-4.1
3419,SAD,gpt-4.1
3420,HAPPY,gpt-4.1
3421,SAD,gpt-4.1
3422,SAD,gpt-4.1
3423,SAD,gpt-4.1
3424,SAD,gpt-4.1
3425,SAD,gpt-4.1
3426,HAPPY,gpt-4.1
3427,HAPPY,gpt-4.1
3428,SAD,gpt-4.1
3429,HAPPY,gpt-4.1
3430,HAPPY,gpt-4.1
3431,HAPPY,gpt-4.1
3432,HAPPY,gpt-4.1
3433,SAD,gpt-4.1
3434,SAD,gpt-4.1
3435,SAD,gpt-4.1
3436,SAD,gpt-4.1
3437,HAPPY,gpt-4.1
3438,SAD,gpt-4.1
3439,SAD,gpt-4.1
3440,HAPPY,gpt-4.1
3441,HAPPY,gpt-4.1
3442,SAD,gpt-4.1
3443,SAD,gpt-4.1
3444,SAD,gpt-4.1
3445,HAPPY,gpt-4.1
3446,SAD,gpt-4.1
3447,SAD,gpt-4.1
3448,SAD,gpt-4.1
3449,SAD,gpt-4.1
3450,SAD,gpt-4.1
3451,HAPPY,gpt-4.1
3452,SAD,gpt-4.1
3453,SAD,gpt-4.1
3454,SAD,gpt-4.1
3455,SAD,gpt-4.1
3456,HAPPY,gpt-4.1
3457,SAD,gpt-4.1
3458,SAD,gpt-4.1
3459,SAD,gpt-4.1
3460,HAPPY,gpt-4.1
3461,HAPPY,gpt-4.1
3462,SAD,gpt-4.1
3463,SAD,gpt-4.1
3464,SAD,gpt-4.1
3465,HAPPY,gpt-4.1
3466,SAD,gpt-4.1
3467,HAPPY,gpt-4.1
3468,SAD,gpt-4.1
3469,SAD,gpt-4.1
3470,HAPPY,gpt-4.1
3471,HAPPY,gpt-4.1
3472,SAD,gpt-4.1
3473,HAPPY,gpt-4.1
3474,SAD,gpt-4.1
3475,HAPPY,gpt-4.1
3476,HAPPY,gpt-4.1
3477,HAPPY,gpt-4.1
3478,SAD,gpt-4.1
3479,SAD,gpt-4.1
3480,SAD,gpt-4.1
3481,HAPPY,gpt-4.1
3482,HAPPY,gpt-4.1
3483,SAD,gpt-4.1
3484,SAD,gpt-4.1
3485,SAD,gpt-4.1
3486,HAPPY,gpt-4.1
3487,SAD,gpt-4.1
3488,SAD,gpt-4.1
3489,HAPPY,gpt-4.1
3490,HAPPY,gpt-4.1
3491,SAD,gpt-4.1
3492,SAD,gpt-4.1
3493,SAD,gpt-4.1
3494,HAPPY,gpt-4.1
3495,HAPPY,gpt-4.1
3496,HAPPY,gpt-4.1
3497,SAD,gpt-4.1
3498,SAD,gpt-4.1
3499,HAPPY,gpt-4.1
3500,HAPPY,gpt-4.1
3501,SAD,gpt-4.1
3502,SAD,gpt-4.1
3503,HAPPY,gpt-4.1
3504,HAPPY,gpt-4.1
3505,SAD,gpt-4.1
3506,HAPPY,gpt-4.1
3507,HAPPY,gpt-4.1
3508,SAD,gpt-4.1
3509,SAD,gpt-4.1
3510,HAPPY,gpt-4.1
3511,SAD,gpt-4.1
3512,HAPPY,gpt-4.1
3513,SAD,gpt-4.1
3514,SAD,gpt-4.1
3515,HAPPY,gpt-4.1
3516,SAD,gpt-4.1
3517,SAD,gpt-4.1
3518,SAD,gpt-4.1
3519,SAD,gpt-4.1
3520,SAD,gpt-4.1
3521,SAD,gpt-4.1
3522,SAD,gpt-4.1
3523,HAPPY,gpt-4.1
3524,SAD,gpt-4.1
3525,SAD,gpt-4.1
3526,SAD,gpt-4.1
3527,HAPPY,gpt-4.1
3528,SAD,gpt-4.1
3529,MIXED,gpt-4.1
3530,SAD,gpt-4.1
3531,SAD,gpt-4.1
3532,SAD,gpt-4.1
3533,HAPPY,gpt-4.1
3534,SAD,gpt-4.1
3535,SAD,gpt-4.1
3536,MIXED,gpt-4.1
3537,HAPPY,gpt-4.1
3538,HAPPY,gpt-4.1
3539,MIXED,gpt-4.1
3540,SAD,gpt-4.1
3541,SAD,gpt-4.1
3542,SAD,gpt-4.1
3543,SAD,gpt-4.1
3544,HAPPY,gpt-4.1
3545,HAPPY,gpt-4.1
3546,HAPPY,gpt-4.1
3547,HAPPY,gpt-4.1
3548,SAD,gpt-4.1
3549,SAD,gpt-4.1
3550,HAPPY,gpt-4.1
3551,SAD,gpt-4.1
3552,SAD,gpt-4.1
3553,HAPPY,gpt-4.1
3554,HAPPY,gpt-4.1
3555,SAD,gpt-4.1
3556,SAD,gpt-4.1
3557,SAD,gpt-4.1
3558,SAD,gpt-4.1
3559,HAPPY,gpt-4.1
3560,SAD,gpt-4.1
3561,HAPPY,gpt-4.1
3562,SAD,gpt-4.1
3563,SAD,gpt-4.1
3564,SAD,gpt-4.1
3565,HAPPY,gpt-4.1
3566,HAPPY,gpt-4.1
3567,SAD,gpt-4.1
3568,SAD,gpt-4.1
3569,SAD,gpt-4.1
3570,SAD,gpt-4.1
3571,HAPPY,gpt-4.1
3572,SAD,gpt-4.1
3573,SAD,gpt-4.1
3574,SAD,gpt-4.1
3575,HAPPY,gpt-4.1
3576,HAPPY,gpt-4.1
3577,HAPPY,gpt-4.1
3578,HAPPY,gpt-4.1
3579,SAD,gpt-4.1
3580,SAD,gpt-4.1
3581,SAD,gpt-4.1
3582,SAD,gpt-4.1
3583,SAD,gpt-4.1
3584,HAPPY,gpt-4.1
3585,SAD,gpt-4.1
3586,HAPPY,gpt-4.1
3587,SAD,gpt-4.1
3588,SAD,gpt-4.1
3589,HAPPY,gpt-4.1
3590,HAPPY,gpt-4.1
3591,HAPPY,gpt-4.1
3592,SAD,gpt-4.1
3593,SAD,gpt-4.1
3594,SAD,gpt-4.1
3595,SAD,gpt-4.1
3596,SAD,gpt-4.1
3597,SAD,gpt-4.1
3598,SAD,gpt-4.1
3599,SAD,gpt-4.1
3600,SAD,gpt-4.1
3601,SAD,gpt-4.1
3602,HAPPY,gpt-4.1
3603,SAD,gpt-4.1
3604,HAPPY,gpt-4.1
3605,HAPPY,gpt-4.1
3606,HAPPY,gpt-4.1
3607,SAD,gpt-4.1
3608,SAD,gpt-4.1
3609,SAD,gpt-4.1
3610,SAD,gpt-4.1
3611,HAPPY,gpt-4.1
3612,SAD,gpt-4.1
3613,HAPPY,gpt-4.1
3614,HAPPY,gpt-4.1
3615,HAPPY,gpt-4.1
3616,HAPPY,gpt-4.1
3617,SAD,gpt-4.1
3618,HAPPY,gpt-4.1
3619,HAPPY,gpt-4.1
3620,HAPPY,gpt-4.1
3621,SAD,gpt-4.1
3622,HAPPY,gpt-4.1
3623,SAD,gpt-4.1
3624,SAD,gpt-4.1
3625,SAD,gpt-4.1
3626,SAD,gpt-4.1
3627,SAD,gpt-4.1
3628,SAD,gpt-4.1
