original_index,comment,label,predicted_label,is_correct,model_used
4432,مثل همیشه عالی فقط متاسفانه در بسته بندی زباله زیادی تولید میشه، ای کاش فکری بحالش میشد که انقدر پلاستیک و کارتن مصرف نشه,HAPPY,HAPPY,True,gpt-4.1
4433,کیفیت خوب حجم بیشتر باشه بهتره,HAPPY,HAPPY,True,gpt-4.1
4434,طبق معمول خوشمره ممنون از رستوران پسر خوب و پیک اسنپ,HAPPY,HAPPY,True,gpt-4.1
4435,پاستااز همه نظر افتضاح بود,SAD,SAD,True,gpt-4.1
4436,سس تخصصی سالاد سزار باید سیر بیشتری داشته باشد. پودر پنیر پارمزان هم حتما باید داشته باشد.,HAPPY,SAD,False,gpt-4.1
4437,هم سری رسید هم گرم بود هم کیفیتش خوب بود,HAPPY,HAPPY,True,gpt-4.1
4438,بسیار بی مزه بود و فقط با قارچ و پنیر پر شده بود,SAD,SAD,True,gpt-4.1
4439,خیلی پیتزا ی خوشمزه‌ای بود ولی قیمت یکم زیاده,HAPPY,HAPPY,True,gpt-4.1
4440,من از طریق دوستم با این رستوران اشنا شدم و الان خودم شدم مشتری ثابت. چندین بار غذاهای مختلف رو تست کردم و همیشه هم راضی بودم. به چند نفر از اشنایان هم معرفی کردم اینجا رو که پیش اونها هم روسفید بودم تاحالا. امیدوارم همیشه همین کیفیت رو حفظ کنن. با تشکر.,HAPPY,HAPPY,True,gpt-4.1
4441,نان قندی همه جای دنیا به یک شکله واسم نون خشک شیرین فرستادین یک کیلو نون تستم بیات و مونده بود و سفت واقعا متاسفم بار اول و اخرم بود,SAD,SAD,True,gpt-4.1
4442,کیفیت مرغ پایین بود خلیییی چرب بود و اینکه سفارشم رو بعد از کلی تاخیر ناقص فرستادن از باگت انتظار نمیرفت,SAD,SAD,True,gpt-4.1
4443,کیفیت غذا خوب نبود,SAD,SAD,True,gpt-4.1
4444,نان به تلخی می‌زد,HAPPY,SAD,False,gpt-4.1
4445,چانو عالی بود. مارگاریتا واقعا سوخته بود و با یک پیتزا ایتالیایی مارگاریتا ک توش پر از گوجه و ریحون هست بسیارررررررر تفاورت داشت و بد بود. سبزیجات بدک نبود ولی مشکل کلی سفارش تاخیر در ارسال و سردیییییی زیاد بود از سیب بعیدع!!!,SAD,SAD,True,gpt-4.1
4446,این پای آلبالو واقعا وقتی ندارید نفرستین چرا یه چیز دیگه میفرستین,SAD,SAD,True,gpt-4.1
4447,افتضاح افتضاح افتضاح. سنگک میفرستادین با ماست میخوردیم بهتر بود. اینم شد پیتزا؟ بابت انتخابم متاسفم همین,SAD,SAD,True,gpt-4.1
4448,همه چی عالی فقط ظرف سالاد شیرازی و بورانی اصلا مناسب نبود و ریخته بود. مثل ظرفای سبزی کوکو پملپ باید باشه بنظرم.,HAPPY,HAPPY,True,gpt-4.1
4449,زیاد طول میکشه تا برسه چون سالاد اماده هست نمیدونم چرا دیر میرسه,HAPPY,SAD,False,gpt-4.1
4450,باتشکر …طعم غذا عالی بود.,HAPPY,HAPPY,True,gpt-4.1
4451,تحویل سفارش نزدیک به دو ساعت طول کشید و اسنپ هم جواب درست نمیداد. خیلی بد,SAD,SAD,True,gpt-4.1
4452,مثل همیشه عالی و خوشمزهههههه مرسی باگت عزیز,HAPPY,HAPPY,True,gpt-4.1
4453,آبمیوه سن ایچ آناناس سفارش دادم نکتار انبه تکدانه ارسال شد,SAD,SAD,True,gpt-4.1
4454,کیفیت معمولی بود و تازه هم نبود یک روز قبلتر سفارش چیز دیگر داده بودم لحظه آخر گفتند نداریم ….. مجبورا عوض کردم,HAPPY,SAD,False,gpt-4.1
4455,مقدار فیله توی ساندویچ خیلی کم بود واینکه پوره سیب زمینی کلا نیومد,SAD,SAD,True,gpt-4.1
4456,عالییییییییی بود سالم و رژیمی خوشمزه,HAPPY,HAPPY,True,gpt-4.1
4457,زرشک پلو به شدت شور بود. یعنی شور بودا …. فک کنم یه ملاقه نمک خورده باشم همراه غذا. ضمن اینکه مرغ هم درست تمیز نشده بود.,SAD,SAD,True,gpt-4.1
4458,از ۲۰ نمره ۱۵ میشید,HAPPY,HAPPY,True,gpt-4.1
4459,با تاخیر خیلی خیلی زیاد رسید ولی خب ولی کیفیت بارن همیشه خوبه,HAPPY,SAD,False,gpt-4.1
4460,عالی با کیفیت داغ سریع و زیاد,HAPPY,HAPPY,True,gpt-4.1
4461,افتضاح بود غذا سرد همه برنج‌ها ریخته بود خیلی افتضاح بود,SAD,SAD,True,gpt-4.1
4462,شیرینی‌ها تازه نبودن و به جز جعبه‌ی شیرینی قاعدتا باید ساک و کیسه‌ای که بشه حملش کرد تو دست هم میدادین,SAD,SAD,True,gpt-4.1
4463,کیفیت پایین انگار مونده بود,SAD,SAD,True,gpt-4.1
4464,تیرامیسو بد اصلا خوب نبود دسر نوتلا هم خیلی بد بود خواهش میکنم رسیدگی کنید دفعه آخری بود که سفارش میدم,SAD,SAD,True,gpt-4.1
4465,"واقعا متاسفم واسه این سفارشم برنج خارجی با کیفیت پایین خشک و بی مزه نصف غذارو دور ریختم , کیفیت جوجه هم واقعا تو ذوق میزد اصلا واسه کیفیت این غذا هیچ وقتی گذاشته نشده بود دیگه عمرا سفارش بدم",SAD,SAD,True,gpt-4.1
4466,بسیار گوشت خورشتی تمیز و پاکیزه عالی بود,HAPPY,HAPPY,True,gpt-4.1
4467,غذا کاملا سرد شده بود. یک عدد گوجه فرنگی ناقص و لهیده نیز قابل مصرف نبود.,SAD,SAD,True,gpt-4.1
4468,پیتزا سرد و بدمزه بود و نوشابه‌ها گرم,SAD,SAD,True,gpt-4.1
4469,خیلی خوش طعم بود و حجم زیاد داشت دور چینش خیلی خوب بود خیلی زود و گرم هم به دستم رسید از اسنپ فود و فیلیپر ممنونم,HAPPY,HAPPY,True,gpt-4.1
4470,تمام شیرینی بهم ریخته بود قابل استفاده نبود,SAD,SAD,True,gpt-4.1
4471,واقعا کیفیت قبل رو نداره. مدتیه نداره سوخاری خمیر که روغن زیادی بهش ماسیده بود,SAD,SAD,True,gpt-4.1
4472,بی نظیر، خوشمزه و منظم,HAPPY,HAPPY,True,gpt-4.1
4473,کاش خوراک هم توی منو بود - غذای باکیفیت و خوشمزه‌ای بود - امیدوارم کیفیت حفظ بشه,HAPPY,HAPPY,True,gpt-4.1
4474,کمی استیک بوقلمون شور بود,HAPPY,SAD,False,gpt-4.1
4475,کیفیت اومده پایین و حجم غذا کم شده با توجه به اینکه قیمت افزایش هم داشته، علاوه بر این سیب زمینی با سس قارچ هم داشتم توی سفارشم که خیلی سرد رسید سس قارچ بسیار بی کیفیت بود، بیشتر سوپ رقیق قارچ بود (آب زیپو). از باروژ بعید بود، شایدم فقط شعبه کوروش اینجوری بی کیفت هست.,SAD,SAD,True,gpt-4.1
4476,ماشروم برگر به شدت بوی چربی و دنبه می‌داد. و با بوی بد کاغذ بسته بندی مخلوط شده بود. غذا تقریبا سرد دریافت شد.,SAD,SAD,True,gpt-4.1
4477,سالاد سزار: ظرفی پر از کاهو با چند تکه مرغ گریل شده. بدون حتی یک تکه گوجه گیلاسی و زیتون,SAD,SAD,True,gpt-4.1
4478,شیرینی تازه نبود و کمی تیره و سوخته بود,HAPPY,SAD,False,gpt-4.1
4479,خیلی عالی بود. مثل همیشه. کم شربت بود و نامبروان.,HAPPY,HAPPY,True,gpt-4.1
4480,خیلی برنج افتضاح بود، در هر سه غذا، ضمنا کیفیت خورشت‌ها و جوجه نیز واقعا غم انگیز بود,SAD,SAD,True,gpt-4.1
4481,کیفیت غذا خوب بود بسته بندی هم خوب بود فقط غذا دیر رسید و همراه غذا سرویس نبود نه نون بود نه پیاز نه لیمو,HAPPY,SAD,False,gpt-4.1
4482,این دفه سوسیسی که در پیتزا به کار رفته بود خیلی تند بود ولی دفه‌های قبل سوسیس به کار رفته دردیتزا اینقد تند نبود این دفه خیلی خیلی تند بود سوسیس به کار رفته در پیتزا لطفا مدیریت رستوران رسیدگی کند بعدشم پیشنهاد می‌دم برا پیتزا مخصوصتون از سوسیس معمولی لطفا استفاده بفرمایید لطفا این مورد مثل مورد قبل مدیریت رستوران رسیدگی کند ممنون می‌شم,SAD,SAD,True,gpt-4.1
4483,عالی بود عالی بالای پنج یا شیش بار نون خامه‌ای خورشید رو سفارش دادم مزش و تازگیش بی نظیره بی نظیر,HAPPY,HAPPY,True,gpt-4.1
4484,واقعا ضعیف‌ترین ویتامینه و گلاسه ایی بود که تو کل زندگیم خوردم، اصلا توصیه نمیکنم.,SAD,SAD,True,gpt-4.1
4485,افتضاح بود نابود شده بود,SAD,SAD,True,gpt-4.1
4486,کیفیت غذا خوب بود و زمان ارسال هم کمتر از ۳۰ دقیقه شد. عالی بود همه چیز,HAPPY,HAPPY,True,gpt-4.1
4487,اصلا به توضیحات توجه نمیکنن و نان تستی که فرستاده بودن هم تازه نبود,SAD,SAD,True,gpt-4.1
4488,تو‌سفارش من ماست بود ولی متاسفانه نفرستادید.,HAPPY,SAD,False,gpt-4.1
4489,یه نان سنگک سیاه دانه و یه نان سنگک ساده سفارش دادم ولی متاسفانه دوتا نان کنجدی معمولی آمد,HAPPY,SAD,False,gpt-4.1
4490,میکس ترش معرکه بود. مثل همیشه عالی,HAPPY,HAPPY,True,gpt-4.1
4491,باقاوا جوری تو جعبه چیده شده بود که انگار ازش برداشته شده میتونستن از یا جعبه‌ی کوچیکتد استفاده کنن خدا روسکر که ار روی کنجکاوی که بببنم ار کدوما گذاشتن در جعبه رو باز کردم و دیدم وگرنه آبروم پیش میزبان میرفت,HAPPY,SAD,False,gpt-4.1
4492,در کل بد نبود، ولی خامه داخل نون خامه‌ای و رولت خیلی زیاد بود، من خودم عاشق خامه هستم، ولی مال این خیلی زیاد بود، بطوریکه نصف خامه شو جدا کردم. ممنون,HAPPY,HAPPY,True,gpt-4.1
4493,بهتره پرشن قابل خرید از شیرینی‌ها رو به نیم کیلو تقلیل بدین که مثلا بشه نیم کیلو از یک نوع و نیم کیلو از نوع دیگر خرید کرد یک کیلو از یه نوع زیاده,HAPPY,SAD,False,gpt-4.1
4494,مصل همیشه عالییییی نیازی ب توضیح نیست,HAPPY,HAPPY,True,gpt-4.1
4495,یکی از بسته‌ها کمتر از مقدار نیم کیلو سفارش داده شده بود. هیچ رسیدی هم از طرف سولدوش نداده بودند. و مقدار وزنی مشخص نبود. بعد از توزین فقط یکی درست بود.,SAD,SAD,True,gpt-4.1
4496,قرمه سبزی مونده بود و بدمزه,SAD,SAD,True,gpt-4.1
4497,با سلام و خسته نباشید بسیار عالی بود. داغ و تازه همه چیز عالی. برخورد پیک محترم هم کاملا محترمانه از اسنپ فود هم بابت پیامک تخفیف سپاس گذارم,HAPPY,HAPPY,True,gpt-4.1
4498,مواد غذایی مصرفی کهنه بود … بخصوص گوشت استیک و بوقلمون,SAD,SAD,True,gpt-4.1
4499,کباب اصلا خوب نبود مزه بدی داشت، برنج خوب بود سوپ خوب بود که گذاشته بودن جوجه نه بد بود نه عالی بود غذا زود رسید و گرم بود در کل نسبت به حجم غذا و قیمت خوب بود,SAD,HAPPY,False,gpt-4.1
4500,حجم سیب زمینی کم بود قبلا داخل ظرف جدا بود,SAD,SAD,True,gpt-4.1
4501,مثل همیشه خوش طعم، فقط پنیر روی پیتزا کمی بیشتر از حد معمول برشته شده بود,HAPPY,HAPPY,True,gpt-4.1
4502,من واقعا نمیدونم سنگ محک اسنپ برای امتیاز دادن چیست؟؟؟؟؟؟!!! ایا واقعا امتیازاتیس که مردم به رستورانها میدهند و یا به خاطر برند بودنشون انها در صدر هستند، غذا به شدت معمولی بود اما قیمت نسبت به کیفیت غذا بالا بود ماستی که به عنوان گیفت گذاشته بودن هیچ طعم خاصی نداشت، جوجه کباب با اسمهای جذاب اصلا خوشمزه نبودن … …,SAD,SAD,True,gpt-4.1
4503,کروسان شکلاتی امیدوارم همینجور بمونه,HAPPY,HAPPY,True,gpt-4.1
4504,واقعا ارسال افتضاح بود، ارسالی که ۳۵ دقیقه زمان خورده بود، یک ساعت و ۲۲ دقیقه طول کشید!!! سیب زمینی خمیر! پیتزا و قارچ سرد! ما به پشتوانه اسنپ بود سفارش می‌دهیم و از از اسنپ فوت پشتیبانی خیلی بهتری می‌خواهیم.,SAD,SAD,True,gpt-4.1
4505,عالی بود مخصوصا پیتزا آلفردو,SAD,HAPPY,False,gpt-4.1
4506,در کل ترشی ۵ عدد زیتون بود و بقیه فلفل بود در صورتی که اسم محصول ترشی زیتون هالیپ-ن- بود. کاملا از پرداخت این پول برای مقداری فلفل ناراضی ام,SAD,SAD,True,gpt-4.1
4507,واقعا راضی بودم ممنون,HAPPY,HAPPY,True,gpt-4.1
4508,پیتزای خوب و خوش مزه‌ای بود. ممنونم. فقط نمیدونم چرا برای ۲ عدد پیتزا باید مبلغ ۹ هزار تومان مالیات از مشتری دریافت بشه؟,HAPPY,HAPPY,True,gpt-4.1
4509,به شدت شور بود.,SAD,SAD,True,gpt-4.1
4510,بد نبود. سرد بود,HAPPY,SAD,False,gpt-4.1
4511,سلام خسته نباشید مثل همیشه عالی بود ممنمون,HAPPY,HAPPY,True,gpt-4.1
4512,Thank you so much,HAPPY,HAPPY,True,gpt-4.1
4513,بنظرم کلمه مرغ رو ازش حذف کنید!! فقط به اندازه دو تا قوطی کبریت مرغ گذاشته بودن. نون و ماست و پیازچه خوردم. واقعا براتون متاسفم!,SAD,SAD,True,gpt-4.1
4514,کباب لقمه خیلی خیلی سفت بود و نصف بیشترش موند و بوی تخم مرغ ته چین بیشتر از هر چیزی آزار دهنده بود,SAD,SAD,True,gpt-4.1
4515,چیدمانش خیلی بد بود مزش هم خوب نبود,SAD,SAD,True,gpt-4.1
4516,خیلی معمولی و بیمزه,SAD,SAD,True,gpt-4.1
4517,مث پرپروک قدیم نیست,SAD,SAD,True,gpt-4.1
4518,پیتزا سیب یکی از بهترینای تهرانه به خصوص پپرونی هاش فقط دوتا نکته درباره سفارش امشبم وجود داشت، پنیر سیب زمینی به جعبه چسبیده بود و فقط این دفعه هم نبود دفعات قبل هم همینجور بود، از نظر من بهتره که واسه وقتی ارسال میشه غذا پنیر وسط سیب زمینی هم قرار داده بشه پیتزا هم زیادی تو فر مونده بود و سوخته بود یکم پنیر ولی مثل همیشه مزش عالی بود با تشکر,HAPPY,HAPPY,True,gpt-4.1
4519,رستوران شیلا که مثل همیشه عالی و بی نظیر می‌باشد. انتقاد فقط بروی هزینه زیاد ارسال سفارش (اسنپ اکسپرس) می‌باشد که با توجه به فاصله‌ای که با رستوران داریم، هزینه ۶۰۰۰ تومان اصلا منطقی به نظر نمی‌آید.,HAPPY,HAPPY,True,gpt-4.1
4520,کیفیت و حجم غذا خیلی خوب بود، غذا هم خیلی زود به دستمون رسید و تقریبا داغ بود، ممنون از مدیریت فست فود گاراژ، امیدوارم کیفیت غذاهاتون همیشه همینطور بمونه,HAPPY,HAPPY,True,gpt-4.1
4521,سرد بود و خواسته بودیم از وسط نصف بشه که اصلن مناسب نصف نشده بود,HAPPY,SAD,False,gpt-4.1
4522,نان خامه‌ای خوب تخمه خیلی تازه نبود,HAPPY,SAD,False,gpt-4.1
4523,تنوع اجناس بسیار خوب، سرعت تحویل بالا، کمتر پیس میاد خطایی انجام بدن,HAPPY,HAPPY,True,gpt-4.1
4524,نان تست بیات که در تستر هم گذاشته نشده بود خلاصه کلی خمیر خوردم,SAD,SAD,True,gpt-4.1
4525,ممنونم خوشمزه بود اما هیچ اهمیتی ندادین نسبت به تغییر نوع زیتون به کار رفته در پیتزا تورینو,HAPPY,SAD,False,gpt-4.1
4526,هم خشک بود هم کوچیک و به جای جعبه مربع، داخل مستطیل گذاشته شده بود و بیشترش برگشته بود، واقعا آبرو مارو جلو مهمون بردید دفعه اول و آخرمون بود خرید کردم موفق باشید,SAD,SAD,True,gpt-4.1
4527,از تاریخ مصرف سس یک ماه فقط مونده بود!,HAPPY,SAD,False,gpt-4.1
4528,بسیار عالی وخوشمزه. سپاس,HAPPY,HAPPY,True,gpt-4.1
4529,خوب و خوشمزه بود مرسب,HAPPY,HAPPY,True,gpt-4.1
4530,خیلی خوشمزه بود. باز هم سفارش خواهم داد,HAPPY,HAPPY,True,gpt-4.1
4531,همه محصولات بسیار عالی تازه و تمیز ممنون,HAPPY,HAPPY,True,gpt-4.1
4532,بد‌ترین پیتزایی بود که تا حالا خورده بودم خدا به دادم برسه زنده برسم خونه امروز,SAD,SAD,True,gpt-4.1
4533,خامه زیادی چرب بود و در دهن میماسید. در کل خوب بود. ممنون اسنپ، سریع و کاملا سالم رسوند,HAPPY,HAPPY,True,gpt-4.1
4534,بهترین سوپرمارکت هرچی نداشته باشند رو باهات چک می‌کنند و سر حوصله جایگزین می‌کنند خیلی راضیم ازشون مرسی,HAPPY,HAPPY,True,gpt-4.1
4535,خیلی معمولی بود. و کالباس پیتزا رنده شده بود که شکل جذابی بهش نمیدهد.,HAPPY,SAD,False,gpt-4.1
4536,غذا بسیار خوب بود فقط فکر می‌کنم هزینه بسته بندی کمی گران است,HAPPY,HAPPY,True,gpt-4.1
4537,غذا خیلی عالی بود مثل همیشه من خونمون نزدیکه انقلابه ولی همیشه از شعبه ستارخان میگیرم چون غذاش خیلی عالیه ولی پیک منو تا دمه در کشوند که پام پلاتین داره و نمیتونم را بیام، نمیدونم این پیکا جدیدا چرا همه پاهاشون پلاتین داره,SAD,SAD,True,gpt-4.1
4538,غذا عالی ودمتون گرم خدا برکت بده به کسب کارتون,HAPPY,HAPPY,True,gpt-4.1
4539,ترد و خوشمزه بود,HAPPY,HAPPY,True,gpt-4.1
4540,بسیااار عالی بود. کلا تو منطقه ۵ آلپارو جزء بهترینهاست. غذا کاملا داغ و با کیفیت. واقعا کمی صبر کردیم تا خنک شد. زودتر از زمان اعلام شده هم رسید,HAPPY,HAPPY,True,gpt-4.1
4541,خوب بود ولی اون مدلی که روی عکس تبلیغش بود رو نفرستادی بودین اما در کل مثل همیشه خوشمزه بود,HAPPY,HAPPY,True,gpt-4.1
4542,کیفیتش بد نبود ولی همونجور که اکثرا نوشته بودن با تاخیر اومد,HAPPY,SAD,False,gpt-4.1
4543,خیلی بد بود … تیکه‌های مرغ سوخاری خیلی بزرگ بود و غیر قابل خوردن … حجم زیادی از سیب زمینی رو داخل جعبه کوچیک ریخته بودند که همش له شده بودن … واقعا بد بود …دیگه از این مجموعه سفارش نخواهم داد,SAD,SAD,True,gpt-4.1
4544,مرغ بد بو، برنج له شده و خمیر، سیب زمینی سوخته. کیفیت غذاتون خیلی پایین بود,SAD,SAD,True,gpt-4.1
4545,درحد قیمت خوب بود,HAPPY,HAPPY,True,gpt-4.1
4546,چنتا از سفارشهام فرستاده نشد، چند کالا قیمتیکه روی کالا درج شده بود کمتر از قیمتی بود که توی اسنپ فود بود، چند کالای مصرفی نظیر شیر، شیر کاکائو، قارچ با انقضای لحظه اخری فرستاده شده بود با اسنپ فود تماس گرفتم پاسخ مناسبی به من داده نشد کلا اصلا راضی نبودم,SAD,SAD,True,gpt-4.1
4547,بسیار بیات و بد طمع باعث شرمندگی من در مقابل مهمانم شد,SAD,SAD,True,gpt-4.1
4548,هرچی قیمتارو میبرن بالا توضیحات مردم براشون بی ارزش میشه,SAD,SAD,True,gpt-4.1
4549,برنج خوب ایرانی و زرشک فراوون، ممنون,HAPPY,HAPPY,True,gpt-4.1
4550,نوشابه‌ها رو برام نفرستاده بودند، طبق تماس تلفنی با رستوران گفتند که پیک ندارند و روی سفارش بعدی میفرستند,SAD,SAD,True,gpt-4.1
4551,خیلی خوب بود تازه و عالی رسید دستمون خمیر هم نشده بود,HAPPY,HAPPY,True,gpt-4.1
4552,ته چین خوب. اندازه مناسب کشک و بادمجون تلخ بود و کم,HAPPY,SAD,False,gpt-4.1
4553,خیلی دیر رسید بعد از دوبار اعلام تاخیر,HAPPY,SAD,False,gpt-4.1
4554,پخت مرغ و کیفیت مواد خوب بود فقط بهتر است نان تست شود تا موقع خوردن متلاشی و له نشود.,HAPPY,HAPPY,True,gpt-4.1
4555,ضمن تبریک سال نو و تشکر واقعا عالی بود,HAPPY,HAPPY,True,gpt-4.1
4556,مقدار سس سیب زمینی بسیار کم بود,SAD,SAD,True,gpt-4.1
4557,تازه، گرم، سریع …عالی، ممنون,HAPPY,HAPPY,True,gpt-4.1
4558,خمیر شدن کاغذ برگر بر اثر گرما جوری که نصفش ریختم دور,SAD,SAD,True,gpt-4.1
4559,خیلی به موقع و بسیار مودب. راضیم ارتون,HAPPY,HAPPY,True,gpt-4.1
4560,نسبت به قیمتش خوب بود. سریع اوردن گرم بود. ممنون,HAPPY,HAPPY,True,gpt-4.1
4561,برنج خام بود، پیاز داخل کباب هم خام بود کاملا زیر دندون خام بودنش حس میشد,SAD,SAD,True,gpt-4.1
4562,سفارش کاملا سرد رسید. کیفیت نامناسب و حجم کم. سیب زمینی ساده در ظرف کوچک ۱۲۹۰۰ تومان؟!,SAD,SAD,True,gpt-4.1
4563,خیلی خوشمزه با کیفیت و به موقع رسید. سپاس,HAPPY,HAPPY,True,gpt-4.1
4564,تکرار طعم خوب ممنون از اسنپ فود ممنون از سیب ۳۶۰,HAPPY,HAPPY,True,gpt-4.1
4565,لذیذ و خوش طعم و بو واقعا دستتون درد نکنه,HAPPY,HAPPY,True,gpt-4.1
4566,من ٢بار از این سوپر خرید کردم، و هر ٢بار از یه مدل کیک به تعداد ٣٠ و ٢٥تا خریدم، جالب این جاست که هر بار ١دونه کمتر برام اوردن! این دفعه به جای ٢٥تا ٢٤تا اوردن، به پیک گفتم و ایشان گفت اطلاع نداره، رفت داخل صندوق بار رو دید و گفت همینو به من تحویل دادن و شمردیم ١دونه کم بود، دفعه قبل هم این اتفاق افتاد، جال اینجاست که اینگونه اشتباهات فقط همیشه به مدل ١دونه کمتر و نه ١دونه اضافه‌تر رخ میده!!!!!!,SAD,SAD,True,gpt-4.1
4567,غذا بسیار لذید و خوشمزه بود رفتار پیک بسیار محترمانه بود,HAPPY,HAPPY,True,gpt-4.1
4568,گرم و خوش مزه,HAPPY,HAPPY,True,gpt-4.1
4569,هربار که سفارش میدادم جوجه‌ها نرم و مغزپخت بودند، برنج هم تا حدودی خوب بود، ولی اینبار جوجه‌ها بسیار خشک و شور بود جوری که بیشتر گوشت رو از فرط سفتی نخوردیم، بنظر می‌آمد جوجه‌های مانده دیروز را دوباره سرخ کرده بودند,SAD,SAD,True,gpt-4.1
4570,خیلی تازه بود و خیلی هم زود رسید به نظر میومد وزنش هم از نیم کیلر بیشتر باشه به هر حال ممنون از مجموعه پیروک,HAPPY,HAPPY,True,gpt-4.1
4571,پیک بسیار مودب و آقا، احسنت,HAPPY,HAPPY,True,gpt-4.1
4572,کیفیت شیرینی مثل همیشه عالی، ولی متاسفانه بسته بندی کامل انجام نشده بود نه چسب داشت جعبه نه نایلکس دستخورده بود شیرینی‌ها لطف رعایت شود در دفعات بعدی ممنون از بانش و اسنپ اکسپرس,HAPPY,SAD,False,gpt-4.1
4573,توت فرنگی روی کیک خشک شده بود. خامه‌ی کیک اصلا تازه نبود کیک رو دور انداختیم,SAD,SAD,True,gpt-4.1
4574,همبرگر طعم چربی و خیلی بدی داشت,SAD,SAD,True,gpt-4.1
4575,خیلییی عالی، سریع، تمیز، طعم عالی، بسته بندی عالی تعجب کردم که با این مبلغ برای دیزی همه مخلفات هم همراهش بود پیشنهاد می‌کنم بدون شک یکبار امتحان کنید,HAPPY,HAPPY,True,gpt-4.1
4576,غذا هم گرم بود هم تازه، اصلا بوی روغن سوخته نمیداد، بسته بندی کاملا راضی بودم، امیدوارم همیشه مشتری مدار باشند،,HAPPY,HAPPY,True,gpt-4.1
4577,اصلا مزه پیتزا نمیداد. کیفیتش اصلا خوب نبود,SAD,SAD,True,gpt-4.1
4578,خیلی سریع و داغ تحویل گرفتم حجمش عالی اما میشه کیفیتشو یکم بالاتر برد اما در کل راضی بودم,HAPPY,HAPPY,True,gpt-4.1
4579,خوب بود فقط یذره غذا ولرم بود,HAPPY,HAPPY,True,gpt-4.1
4580,سلام برای بار اول از اینجا سفارش دادم، کیفیت بسیار پایین و استفاده از روغن سرخ کردنی کهنه … لازم به ذکر است که حتی اخرین سفارش من از ای رستوران بود …,SAD,SAD,True,gpt-4.1
4581,ایندفعه اصلااااا خوب نبود,SAD,SAD,True,gpt-4.1
4582,جالب نبود اصلا، ظاهر خوبی نداشت و چپه شده بود توی جعبش,SAD,SAD,True,gpt-4.1
4583,یه کم پنیر میریختید روی پیتزا بد نبود‌ها …. کیفیت خیلی پایین بود,SAD,SAD,True,gpt-4.1
4584,با اینکه نوشته بودم لطفا بدون گوجه باشد گوجه داشت، غذا کاملا سرد بود,SAD,SAD,True,gpt-4.1
4585,سیب زمینی کاملا سر و مونده بود. سالاد یخ زده فریزری با حجم کم. نه کارد و چنگال همراه سفارش بود نه دستمال. در کل بسیار افتضاح.,SAD,SAD,True,gpt-4.1
4586,بستنی دیر به دست بنده رسید. من ساعت ١٦:٠٦ سفارش دادم ساعت ١٧:١٥ تحویل داده شد. بسته بندی خیلی بد بود به صورتی که تمامی بستنی‌ها روی هم دیگه گذاشته شده بود. فکر کنم قبلا تو باکس اسنب باکس وسیله دیگه حمل شده بود و بسیار کثیف بود و روغنی بود. نحوه پشتیبانی هم خیلی بد بود،,SAD,SAD,True,gpt-4.1
4587,غذا کاملاسرد شده بود. خواهشا پیگیری گردد.,SAD,SAD,True,gpt-4.1
4588,کیفیت مرغ سوخاری بسیار پایین بود,SAD,SAD,True,gpt-4.1
4589,خب پیتزا نذارید تو منو وقتی نمیتونید. ساندویچا و برگراتون که خوبه. پیتزاش افتضاح بود,SAD,SAD,True,gpt-4.1
4590,باروژ جان عاشقتم غذات بی نظیره ولی لطفا مالیاتتو خودت بده از ما نگیر,HAPPY,HAPPY,True,gpt-4.1
4591,سلام از نانوایی تا منزل ما ٣ دقیقه پیاده راه هست ولى ٧٠ دقیقه طول کشید که در نهایت هم نفرستادن,SAD,SAD,True,gpt-4.1
4592,عالی بود.. هم طعم. هم کیفیت. هم زمان تحویل. پیک موتور عالی و خیلی محترم. خواستم برم پایین ازشون غذارو دریافت کنم. ایشون خودشون گفتند براتون میارم بالا. دستشون درد نکنه. عالی بود. عالی,HAPPY,HAPPY,True,gpt-4.1
4593,غذا خیلی خوبه فقط بسته بندی با سوزن منگنه انجام میشه که خطر آسیب به دست وجود داره,HAPPY,SAD,False,gpt-4.1
4594,واقعن حرف نداری فقط اگه اب هم بزارید تو منیو عالی میشه واقعن باریکلا,HAPPY,HAPPY,True,gpt-4.1
4595,زمان آماده سازی سفارش یک ساعت طول میکشه!!,SAD,SAD,True,gpt-4.1
4596,شیرینی دانمارکی تازه نبود، تارت میوه‌ای زیبایی تصویر را نداشت شیرینی زیر میوه‌ها خشک بود و رنگش هم مثل تصویر نبود، تصویر واقعی بزارید، پسر کوچکم انتخاب کرده بود و با دیدن شیرینی به سختی قانع شد که همون شیرینی هست که سفارش دادم!,HAPPY,SAD,False,gpt-4.1
4597,چیز کیک تازه نبود و بوی خوبی نداشت,SAD,SAD,True,gpt-4.1
4598,زیر پنج دقیقه آوردین ممنون واقعا.,HAPPY,HAPPY,True,gpt-4.1
4599,تهچین مرغ نهایت ۵۰ گرم مرغ داشت و بر خلاف منو هیچ مغزی داخلش نبود اکبر جوجه هم با یک مرغ که کاملا مونده بود ارسال شد,SAD,SAD,True,gpt-4.1
4600,با تشکر از سوپر مارکت که به تاریخ تولید محصولات کاملا توجه کرده بودند. با ارزوی موفقیت,HAPPY,HAPPY,True,gpt-4.1
4601,بجز انار سفید و سیب‌های لک دار بقیه سفارشم عالی بود,HAPPY,HAPPY,True,gpt-4.1
4602,کباب چنجه در حد سیخ جیگر بود، ماهی دودی بد بو و اشپل بدتر,SAD,SAD,True,gpt-4.1
